# Time-averaged data for fix thermoAveOut
# TimeStep c_thermo_pe c_thermo_temp c_thermo_press
68500 -13197.8 304.472 -1999.85
68600 -13201.5 305.899 -2512.4
68700 -13215.2 311.182 -988.743
68800 -13206.5 307.805 -880.765
68900 -13203.2 306.56 -1809.11
69000 -13204.9 307.199 -1300.16
69100 -13202.8 306.39 -732.022
69200 -13200.8 305.609 -1825.41
69300 -13203.7 306.708 -599.839
69400 -13195.5 303.54 -610.97
69500 -13197.1 304.163 -2559.62
69600 -13204.1 306.87 -1229.49
69700 -13186.8 300.179 -1011.39
69800 -13192.1 302.23 -2762.77
69900 -13215.4 311.27 -1234.7
70000 -13207.3 308.113 -1379.41
70100 -13202.7 306.363 -1953.83
70200 -13205.1 307.242 -1304.49
70300 -13191.6 302.032 -1574.75
70400 -13192 302.206 -1665.92
70500 -13201.4 305.825 -1595.26
70600 -13205.1 307.293 -1837.5
70700 -13195.6 303.606 -1765.92
70800 -13205.1 307.247 -1829.92
70900 -13212 309.921 -1659.19
71000 -13215.9 311.447 -579.855
71100 -13209.3 308.899 -1877.42
71200 -13211.2 309.66 -1790.02
71300 -13218.3 312.398 -679.628
71400 -13207.8 308.297 -1543.32
71500 -13203 306.438 -2082.44
71600 -13207.3 308.129 -1200.27
71700 -13217.6 312.118 -1872.48
71800 -13199.6 305.139 -1460.55
71900 -13217 311.888 -1877.68
72000 -13198.7 304.758 -1274.08
72100 -13215.1 311.158 -972.291
72200 -13214.3 310.838 -1296.79
72300 -13211.1 309.562 -1350.93
72400 -13201.1 305.713 -1255.47
72500 -13203.4 306.599 -1917.32
72600 -13203.9 306.792 -1836.65
72700 -13208.7 308.655 -1291.78
72800 -13203.6 306.699 -1428.28
72900 -13207.8 308.283 -1250.89
73000 -13215.3 311.205 -1025.4
73100 -13214.4 310.875 -1715.6
73200 -13228.1 316.174 -819.353
73300 -13216.7 311.78 -497.763
73400 -13212.3 310.049 -2279.29
73500 -13217.5 312.093 -745.114
73600 -13199.3 305.031 -116.833
73700 -13203 306.476 -2642.46
